stableOccurrenceId,postNum,storedPhrase,sentenceText,directiveSegments,religiousSegment,themes,proposedDestination,authorshipState,sourceType,alsoQuotedInPayload,action,proposedRuling,status,blockedBy,reason
"2646#1","2646","RECONCILE.","RECONCILE.","RECONCILE.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"2647#0","2647","Follow the watch.","Follow the watch.","Follow the watch.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"265#0","265","Update the list.","Update the list.","Update the list.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"265#1","265","Watch the news.","Watch the news.","Watch the news.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"2651#0","2651","Listen again, carefully.","Listen again, carefully.","Listen again, carefully.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"2653#0","2653","Remember [her] history.","Remember [her] history.","Remember [her] history.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"2659#0","2659","Get in line.","Get in line.","Get in line.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"2660#0","2660","Read the warning label.","Read the warning label.","Read the warning label.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"2661#0","2661","Regular service appointments should be made in order to maintain functionality.","Regular service appointments should be made in order to maintain functionality.","Regular service appointments should be made in order to maintain functionality.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"2664#0","2664","Compare & Contrast.","Compare & Contrast.","Compare & Contrast.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"2664#1","2664","Think Drop Yesterday.","Think Drop Yesterday.","Think Drop Yesterday.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"2666#0","2666","Imagine that.","Imagine that.","Imagine that.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"2671#0","2671","Enjoy the show.","Enjoy the show.","Enjoy the show.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"2676#0","2676","Re_read Mueller re: 'designed to' drops.","Re_read Mueller re: 'designed to' drops.","Re_read Mueller re: 'designed to' drops.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"2676#1","2676","Re_read drops re: 'Scaramucci' model.","Re_read drops re: 'Scaramucci' model.","Re_read drops re: 'Scaramucci' model.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"2676#2","2676","Do not mistake 'public' silence for inaction.","Do not mistake 'public' silence for inaction.","Do not mistake 'public' silence for inaction.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"2677#0","2677","It's time to return publicly.","It's time to return publicly.","It's time to return publicly.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"2678#0","2678","Ask yourself, why?","Ask yourself, why?","Ask yourself, why?","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"2680#0","2680","Read between the lines.","Read between the lines.","Read between the lines.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"2682#0","2682","Define 'Projection'.","Define 'Projection'.","Define 'Projection'.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"2682#1","2682","Think FBI/DOJ 'exit' list.","Think FBI/DOJ 'exit' list.","Think FBI/DOJ 'exit' list.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"2682#2","2682","See above re: Control.","See above re: Control.","See above re: Control.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"2683#0","2683","Deploy scare tactics & political cross-talk","Deploy scare tactics & political cross-talk","Deploy scare tactics & political cross-talk","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"2683#1","2683","Think for yourself.","Think for yourself.","Think for yourself.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"2683#2","2683","Research for yourself.","Research for yourself.","Research for yourself.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"2683#3","2683","Trust yourself.","Trust yourself.","Trust yourself.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"2683#4","2683","Control volume.","Control volume.","Control volume.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"2686#0","2686","See past drops re: [PP] re: Congressional report (WARNING: GRAPHIC)","See past drops re: [PP] re: Congressional report (WARNING: GRAPHIC)","See past drops re: [PP] re: Congressional report (WARNING: GRAPHIC)","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"2686#1","2686","Ask yourself a very simple question:","Ask yourself a very simple question:","Ask yourself a very simple question:","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"2689#0","2689","Find the connection.","Find the connection.","Find the connection.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"2691#0","2691","Ask yourself, why?","Ask yourself, why?","Ask yourself, why?","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"2692#0","2692","Re_read drops re: FBI 'Midyear' OIG ……. & review graphics.","Re_read drops re: FBI 'Midyear' OIG ……. & review graphics.","Re_read drops re: FBI 'Midyear' OIG ……. & review graphics.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"2693#0","2693","Let's actually use 'FACTS':","Let's actually use 'FACTS':","Let's actually use 'FACTS':","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"270#0","270","Apply the Keystone.","Apply the Keystone.","Apply the Keystone.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"270#1","270","Paint the picture.","Paint the picture.","Paint the picture.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"2707#0","2707","Track 7B-DS","Track 7B-DS","Track 7B-DS","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"2709#0","2709","Scan P-P100z","Scan P-P100z","Scan P-P100z","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"2709#1","2709","Pull all views +/- [10]","Pull all views +/- [10]","Pull all views +/- [10]","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"2710#0","2710","Stop track.","Stop track.","Stop track.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"2710#1","2710","Register all data pulls to location.","Register all data pulls to location.","Register all data pulls to location.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"2712#0","2712","Think NAT SEC laws.","Think NAT SEC laws.","Think NAT SEC laws.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"2715#0","2715","Use caution - high follower count targeting to direct 'deep in narrative' mob as method to remove.","Use caution - high follower count targeting to direct ‘deep in narrative’ mob as method to remove.","Use caution - high follower count targeting to direct ‘deep in narrative’ mob as method to remove.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","long sentence inside a drop whose dominant register is Q — prose shape alone is not a quotation"
"2718#0","2718","Define the word 'plan'.","Define the word ‘plan’.","Define the word ‘plan’.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"2726#0","2726","See something > Say something.","See something > Say something.","See something > Say something.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"2726#1","2726","Be alert next 10 days.","Be alert next 10 days.","Be alert next 10 days.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"2731#0","2731","Think McCabe [#2] interview re: meeting re: 25th amendment","Think McCabe [#2] interview re: meeting re: 25th amendment","Think McCabe [#2] interview re: meeting re: 25th amendment","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"2731#1","2731","Think [RR] wear a wire re: attempt to entrap re: 25th….","Think [RR] wear a wire re: attempt to entrap re: 25th….","Think [RR] wear a wire re: attempt to entrap re: 25th….","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"2731#2","2731","Note 'Border Open' context same drop.","Note ‘Border Open’ context same drop.","Note ‘Border Open’ context same drop.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"2735#0","2735","Be prepared for more FAKE NEWS disinfo claiming we stated 'death'.","Be prepared for more FAKE NEWS disinfo claiming we stated ‘death’.","Be prepared for more FAKE NEWS disinfo claiming we stated ‘death’.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"2735#1","2735","Read carefully.","Read carefully.","Read carefully.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"2737#0","2737","Be careful who you follow.","Be careful who you follow.","Be careful who you follow.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"274#0","274","Be prepared for what you find.","Be prepared for what you find.","Be prepared for what you find.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"2745#0","2745","Buckle up!","Buckle up!","Buckle up!","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"2749#0","2749","Trust your President!","Trust your President!","Trust your President!","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"2754#0","2754","Compare v.","Compare v. 2016 Presidential election results.","Compare v.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"2757#0","2757","Swap 'we' for 'you'.","Swap 'we' for 'you'.","Swap 'we' for 'you'.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"2762#0","2762","Think about why separated both maps (2 posts) instead of placing both in the orig.","Think about why separated both maps (2 posts) instead of placing both in the orig.","Think about why separated both maps (2 posts) instead of placing both in the orig.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"277#0","277","Add to list.","Add to list.","Add to list.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"2771#0","2771","Think about now.","Think about now.","Think about now.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"2772#0","2772","Expect 'attacks' to dramatically intensify across all platforms.","Expect 'attacks' to dramatically intensify across all platforms.","Expect 'attacks' to dramatically intensify across all platforms.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"2777#0","2777","Disregard any misspelling.","Disregard any misspelling.","Disregard any misspelling.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"2785#0","2785","Read between the lines re: MSM 'LEFT'….","Read between the lines re: MSM ‘LEFT’….","Read between the lines re: MSM ‘LEFT’….","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"2785#1","2785","Research for yourself.","Research for yourself.","Research for yourself.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"2785#2","2785","Trust yourself.","Trust yourself.","Trust yourself.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"2786#0","2786","Stop and understand the GRAVITY of acknowledgement.","Stop and understand the GRAVITY of acknowledgement.","Stop and understand the GRAVITY of acknowledgement.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"2787#0","2787","Define 'Projection'.","Define 'Projection'.","Define 'Projection'.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"2788#0","2788","Think logically.","Think logically.","Think logically.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"2788#1","2788","Ask yourself, why are 'Liberals' always angry?","Ask yourself, why are 'Liberals' always angry?","Ask yourself, why are 'Liberals' always angry?","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"2788#2","2788","TRUST YOURSELF.","TRUST YOURSELF.","TRUST YOURSELF.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"2788#3","2788","TRUST THAT YOU ARE NOT ALONE.","TRUST THAT YOU ARE NOT ALONE.","TRUST THAT YOU ARE NOT ALONE.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","BLOCKED_PENDING_EDITORIAL","R5 declarative-lead worksheet","canonical post body, no embedded-source evidence"
"2788#4","2788","TRUST THAT THERE ARE GOOD PEOPLE RIGHT BESIDE YOU FIGHTING FOR WHAT WE KNOW TO BE RIGHT.","TRUST THAT THERE ARE GOOD PEOPLE RIGHT BESIDE YOU FIGHTING FOR WHAT WE KNOW TO BE RIGHT.","TRUST THAT THERE ARE GOOD PEOPLE RIGHT BESIDE YOU FIGHTING FOR WHAT WE KNOW TO BE RIGHT.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","BLOCKED_PENDING_EDITORIAL","R5 declarative-lead worksheet","canonical post body, no embedded-source evidence"
"2788#5","2788","GOD BLESS YOU ALL.","GOD BLESS YOU ALL.","GOD BLESS YOU ALL.","","","RELIGION_THEME_ONLY","Q_AUTHORED_CURRENT_POST","Q_BODY","false","REMOVE_FROM_DIRECTIVES","REMOVE_BLESSING_OR_VALEDICTION","READY","","blessing or valediction, not a command"
"2793#0","2793","Think Emergency Alert System.","Think Emergency Alert System.","Think Emergency Alert System.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"2793#1","2793","Think WH controlled *new* RT 'news' website","Think WH controlled *new* RT 'news' website","Think WH controlled *new* RT 'news' website","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"2793#2","2793","Think WH controlled *new* video stream platform","Think WH controlled *new* video stream platform","Think WH controlled *new* video stream platform","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"2793#3","2793","Think Here.","Think Here.","Think Here.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"28#0","28","Picture being painted.","Picture being painted.","Picture being painted.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"280#0","280","Watch the news.","Watch the news.","Watch the news.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"2801#0","2801","Pick a Network – Any Network.","Pick a Network – Any Network.","Pick a Network – Any Network.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"2801#1","2801","Search 'Qanon' https://www.nbcnews.com/pages/search/?q=qanon https://abcnews.go.com/search?searchtext=qanon","Search ‘Qanon’ https://www.nbcnews.com/pages/search/?q=qanon https://abcnews.go.com/search?searchtext=qanon","Search ‘Qanon’","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"2801#2","2801","Reconcile.","Reconcile.","Reconcile.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"2801#3","2801","Search 'Qanon'","Search ‘Qanon’","Search ‘Qanon’","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"2802#0","2802","Think calendar.","Think calendar.","Think calendar.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"2803#0","2803","Look for 'Placeholder' updates @ /PatriotsFight","Look for ‘Placeholder’ updates @ /PatriotsFight","Look for ‘Placeholder’ updates @ /PatriotsFight","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"2807#0","2807","GOD BLESS THE UNITED STATES OF AMERICA.","GOD BLESS THE UNITED STATES OF AMERICA.","GOD BLESS THE UNITED STATES OF AMERICA.","","","RELIGION_THEME_ONLY","Q_AUTHORED_CURRENT_POST","Q_BODY","false","REMOVE_FROM_DIRECTIVES","REMOVE_BLESSING_OR_VALEDICTION","READY","","blessing or valediction, not a command"
"2807#1","2807","WE MUST RISE.","WE MUST RISE.","WE MUST RISE.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"2807#2","2807","WE MUST FIGHT.","WE MUST FIGHT.","WE MUST FIGHT.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"281#0","281","Never forget that.","Never forget that.","Never forget that.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"2810#0","2810","Start from beginning.","Start from beginning.","Start from beginning.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"2816#0","2816","Do not let personal (emotional) desires (""do it now""""now""""what is taking so long""""NOW!"") take over.","Do not let personal (emotional) desires (""do it now""""now""""what is taking so long""""NOW!"") take over.","Do not let personal (emotional) desires (""do it now""""now""""what is taking so long""""NOW!"") take over.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"2816#1","2816","Define the following:","Define the following:","Define the following:","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"2816#2","2816","WE MUST STAND TOGETHER IN THIS FIGHT.","WE MUST STAND TOGETHER IN THIS FIGHT.","WE MUST STAND TOGETHER IN THIS FIGHT.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"2819#0","2819","Review time.","Review time.","Review time.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"2820#0","2820","Review time.","Review time.","Review time.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"283#0","283","Expand your thinking.","Expand your thinking.","Expand your thinking.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"284#0","284","Follow the news.","Follow the news.","Follow the news.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"2844#0","2844","Define 'Renegade'.","Define 'Renegade'.","Define 'Renegade'.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"2846#0","2846","Be ready for the 'Q', Anon(s).","Be ready for the 'Q', Anon(s).","Be ready for the 'Q', Anon(s).","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"2846#1","2846","Eyes on increasing +each day.","Eyes on increasing +each day.","Eyes on increasing +each day.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"2846#2","2846","Handle w/ care.","Handle w/ care.","Handle w/ care.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"2849#0","2849","Reconcile.","Reconcile.","Reconcile.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"2856#0","2856","Watch the news.","Watch the news.","Watch the news.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"2856#1","2856","DO NOT TRUST THE FAKE NEWS MEDIA.","DO NOT TRUST THE FAKE NEWS MEDIA.","DO NOT TRUST THE FAKE NEWS MEDIA.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"2857#0","2857","God bless each and every one of you.","God bless each and every one of you.","God bless each and every one of you.","","","RELIGION_THEME_ONLY","Q_AUTHORED_CURRENT_POST","Q_BODY","false","REMOVE_FROM_DIRECTIVES","REMOVE_BLESSING_OR_VALEDICTION","READY","","blessing or valediction, not a command"
"286#0","286","Strike package Bravo-dT450-1","Strike package Bravo-dT450-1","Strike package Bravo-dT450-1","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"2861#0","2861","Enjoy the show!","Enjoy the show!","Enjoy the show!","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"2866#0","2866","Enjoy the show!","Enjoy the show!","Enjoy the show!","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"2877#0","2877","Disregard all spelling/other errors.","Disregard all spelling/other errors.","Disregard all spelling/other errors.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"2878#0","2878","Link embedded in article.","Link embedded in article.","Link embedded in article.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"2887#0","2887","Ask yourself a simple question, should a woman who travels to Syria to support and encourage 'JIHAD' against the 'West' deserve to live……………….?","Ask yourself a simple question, should a woman who travels to Syria to support and encourage 'JIHAD' against the 'West' deserve to live……………….?","Ask yourself a simple question, should a woman who travels to Syria to support and encourage 'JIHAD' against the 'West' deserve to live……………….?","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","long sentence inside a drop whose dominant register is Q — prose shape alone is not a quotation"
