stableOccurrenceId,postNum,storedPhrase,sentenceText,directiveSegments,religiousSegment,themes,proposedDestination,authorshipState,sourceType,alsoQuotedInPayload,action,proposedRuling,status,blockedBy,reason
"1#0","1","Expect massive riots organized in defiance and others fleeing the US to occur.","Expect massive riots organized in defiance and others fleeing the US to occur.","Expect massive riots organized in defiance and others fleeing the US to occur.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1#1","1","Proof check: Locate a NG member and ask if activated for duty 10/30 across most major cities.","Proof check: Locate a NG member and ask if activated for duty 10/30 across most major cities.","Proof check: Locate a NG member and ask if activated for duty 10/30 across most major cities.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"10#0","10","Remember, the FBI, and MI, have an open investigation into the CF.","Remember, the FBI, and MI, have an open investigation into the CF.","Remember, the FBI, and MI, have an open investigation into the CF.","","","","AMBIGUOUS_MULTIPLE_MATCHES","UNKNOWN","false","HOLD","NEEDS_CONTEXT","BLOCKED_PENDING_EDITORIAL","post-#10 early-4chan provenance","whole-post prose in early board format with no signature, pointer, quote mark or register anchor — ownership not structurally established"
"10#1","10","Dig!!!!!","Dig!!!!!","Dig!!!!!","","","","AMBIGUOUS_MULTIPLE_MATCHES","UNKNOWN","false","HOLD","NEEDS_CONTEXT","BLOCKED_PENDING_EDITORIAL","post-#10 early-4chan provenance","whole-post prose in early board format with no signature, pointer, quote mark or register anchor — ownership not structurally established"
"100#0","100","Define assets?","Define assets?","Define assets?","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1001#0","1001","Collect.","Collect.","Collect.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1004#0","1004","ACTIVATE D-PRIV","ACTIVATE D-PRIV","ACTIVATE D-PRIV","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1006#0","1006","COUNT YOUR BEATS.","COUNT YOUR BEATS.","COUNT YOUR BEATS.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1008#0","1008","Trace background.","Trace background.","Trace background.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1008#1","1008","Open source.","Open source.","Open source.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1008#2","1008","Trace background.","Trace background.","Trace background.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1008#3","1008","Open source.","Open source.","Open source.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1008#4","1008","Trace background.","Trace background.","Trace background.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1008#5","1008","Open source.","Open source.","Open source.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1008#6","1008","Define 'witness'.","Define 'witness'.","Define 'witness'.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1008#7","1008","Trust the plan.","Trust the plan.","Trust the plan.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1010#0","1010","WATER","WATER","WATER","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1016#0","1016","Cross against POTUS' schedule.","Cross against POTUS’ schedule.","Cross against POTUS’ schedule.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1016#1","1016","Cross against WH visitor log 11/22-1/18/17.","Cross against WH visitor log 11/22-1/18/17.","Cross against WH visitor log 11/22-1/18/17.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1018#0","1018","Track edits.","Track edits.","Track edits.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1018#1","1018","Watch for 'TheMagikBOT'.","Watch for ‘TheMagikBOT’.","Watch for ‘TheMagikBOT’.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1019#0","1019","Follow the LOOP.","Follow the LOOP.","Follow the LOOP.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"102#0","102","Godspeed.","Godspeed.","Godspeed.","","","RELIGION_THEME_ONLY","Q_AUTHORED_CURRENT_POST","Q_BODY","false","REMOVE_FROM_DIRECTIVES","REMOVE_BLESSING_OR_VALEDICTION","READY","","blessing or valediction, not a command"
"1020#0","1020","Refer to old drops re: SA / NG.","Refer to old drops re: SA / NG.","Refer to old drops re: SA / NG.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1021#0","1021","List the estimated wealth of religious organizations.","List the estimated wealth of religious organizations.","List the estimated wealth of religious organizations.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1025#0","1025","God bless, Q","God bless, Q","God bless,","","","RELIGION_THEME_ONLY","Q_AUTHORED_CURRENT_POST","Q_BODY","false","REMOVE_FROM_DIRECTIVES","REMOVE_BLESSING_OR_VALEDICTION","READY","","blessing/valediction, Q signature cut into its own span (rule 7)"
"1027#0","1027","Pray.","Pray.","Pray.","","Religion & Spirituality","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_DIRECTIVE_AND_RELIGIOUS_THEME","READY","","canonical post body, no embedded-source evidence"
"1027#1","1027","Watch the news tomorrow.","Watch the news tomorrow.","Watch the news tomorrow.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"103#0","103","Come home safe.","Come home safe.","Come home safe.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"103#1","103","Godspeed.","Godspeed.","Godspeed.","","","RELIGION_THEME_ONLY","Q_AUTHORED_CURRENT_POST","Q_BODY","true","REMOVE_FROM_DIRECTIVES","REMOVE_BLESSING_OR_VALEDICTION","READY","","blessing or valediction, not a command"
"1030#0","1030","Pray.","Pray.","Pray.","","Religion & Spirituality","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_DIRECTIVE_AND_RELIGIOUS_THEME","READY","","canonical post body, no embedded-source evidence"
"1032#0","1032","Think Navy Ship crashes.","Think Navy Ship crashes.","Think Navy Ship crashes.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1034#0","1034","Track events.","Track events.","Track events.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"104#0","104","God bless the United States of America.","God bless the United States of America.","God bless the United States of America.","","","RELIGION_THEME_ONLY","Q_AUTHORED_CURRENT_POST","Q_BODY","false","REMOVE_FROM_DIRECTIVES","REMOVE_BLESSING_OR_VALEDICTION","READY","","blessing or valediction, not a command"
"1046#0","1046","Enjoy the show.","Enjoy the show.","Enjoy the show.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1048#0","1048","Connect via past religious leaders (re: Hussein).","Connect via past religious leaders (re: Hussein).","Connect via past religious leaders (re: Hussein).","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1049#0","1049","Think NK.","Think NK.","Think NK.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1049#1","1049","Think Nuke stranglehold.","Think Nuke stranglehold.","Think Nuke stranglehold.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1049#2","1049","Think logically.","Think logically.","Think logically.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"105#0","105","Please pray.","Please pray.","Please pray.","","Religion & Spirituality","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_DIRECTIVE_AND_RELIGIOUS_THEME","READY","","canonical post body, no embedded-source evidence"
"105#1","105","Please pause and give thanks to those who would die to save our republic.","Please pause and give thanks to those who would die to save our republic.","Please pause and give thanks to those who would die to save our republic.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1050#0","1050","Stand strong.","Stand strong.","Stand strong.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1052#0","1052","Enjoy the show.","Enjoy the show.","Enjoy the show.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1054#0","1054","Look up Ray.Chandler.","Look up Ray.Chandler.","Look up Ray.Chandler.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1055#0","1055","Follow friends.","Follow friends.","Follow friends.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1055#1","1055","Open source.","Open source.","Open source.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1056#0","1056","Focus on friends (2).","Focus on friends (2).","Focus on friends (2).","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1057#0","1057","Report to FBI / DOJ.","Report to FBI / DOJ.","Report to FBI / DOJ.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1057#1","1057","Watch what happens.","Watch what happens.","Watch what happens.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1057#2","1057","End.","End.","End.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"106#0","106","God bless.","God bless.","God bless.","","","RELIGION_THEME_ONLY","Q_AUTHORED_CURRENT_POST","Q_BODY","false","REMOVE_FROM_DIRECTIVES","REMOVE_BLESSING_OR_VALEDICTION","READY","","blessing or valediction, not a command"
"1063#0","1063","Spread out by design.","Spread out by design.","Spread out by design.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1063#1","1063","Open the door.","Open the door.","Open the door.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1063#2","1063","Close to door.","Close to door.","Close to door.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1068#0","1068","Pray.","Pray.","Pray.","","Religion & Spirituality","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_DIRECTIVE_AND_RELIGIOUS_THEME","READY","","canonical post body, no embedded-source evidence"
"107#0","107","Note when we just sent the go orders and when this Tweet went live.","Note when we just sent the go orders and when this Tweet went live.","Note when we just sent the go orders and when this Tweet went live.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","long sentence inside a drop whose dominant register is Q — prose shape alone is not a quotation"
"107#1","107","Pray.","Pray.","Pray.","","Religion & Spirituality","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_DIRECTIVE_AND_RELIGIOUS_THEME","READY","","canonical post body, no embedded-source evidence"
"1073#0","1073","Listen carefully.","Listen carefully.","Listen carefully.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1074#0","1074","Read between the lines.","Read between the lines.","Read between the lines.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1075#0","1075","Buckle up.","Buckle up.","Buckle up.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1077#0","1077","Prevent at all costs.","Prevent at all costs.","Prevent at all costs.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1078#0","1078","Contact window ok.","Contact window ok.","Contact window ok.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1079#0","1079","Relay back channel S-WH-E-P1.","Relay back channel S-WH-E-P1.","Relay back channel S-WH-E-P1.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"108#0","108","Analyze time stamps of my go message to BO's Tweet.","Analyze time stamps of my go message to BO's Tweet.","Analyze time stamps of my go message to BO's Tweet.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1081#0","1081","Think logically.","Think logically.","Think logically.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1082#0","1082","Enjoy the show.","Enjoy the show.","Enjoy the show.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1085#0","1085","Think.","Think.","Think.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1085#1","1085","Have faith.","Have faith.","have faith","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","OWNER RULING R3: ""have faith"" is an imperative — an instruction to maintain confidence, belief or morale."
"1085#2","1085","Trust the plan.","Trust the plan.","Trust the plan.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1090#0","1090","Open source.","Open source.","Open source.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1091#0","1091","Think Double.","Think Double.","Think Double.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1093#0","1093","Watch again.","Watch again.","Watch again.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1093#1","1093","God bless you all.","God bless you all.","God bless you all.","","","RELIGION_THEME_ONLY","Q_AUTHORED_CURRENT_POST","Q_BODY","false","REMOVE_FROM_DIRECTIVES","REMOVE_BLESSING_OR_VALEDICTION","READY","","blessing or valediction, not a command"
"1094#0","1094","Flag.","Flag.","Flag.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1097#0","1097","Dig.","Dig.","Dig.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1097#1","1097","Find ALL pics.","Find ALL pics.","Find ALL pics.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1098#0","1098","Bring back the gallows!","Bring back the gallows!","Bring back the gallows!","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1100#0","1100","Track congressional intake (reported).","Track congressional intake (reported).","Track congressional intake (reported).","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1100#1","1100","Keep open (+6 mo).","Keep open (+6 mo).","Keep open (+6 mo).","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1100#2","1100","Drain the swamp.","Drain the swamp.","Drain the swamp.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1101#0","1101","Follow the family.","Follow the family.","Follow the family.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1101#1","1101","Re_read drops.","Re_read drops.","Re_read drops.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1102#0","1102","Don't forget how to PLAY.","Don't forget how to PLAY.","Don't forget how to PLAY.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1102#1","1102","Think emails (LL, HRC, HUSSEIN, etc).","Think emails (LL, HRC, HUSSEIN, etc).","Think emails (LL, HRC, HUSSEIN, etc).","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1104#0","1104","Think 'Bridge'.","Think 'Bridge'.","Think 'Bridge'.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1106#0","1106","Hold until CONF.","Hold until CONF.","Hold until CONF.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1106#1","1106","Have faith.","Have faith.","have faith","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","OWNER RULING R3: ""have faith"" is an imperative — an instruction to maintain confidence, belief or morale."
"1106#2","1106","Trust POTUS.","Trust POTUS.","Trust POTUS.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"111#0","111","Pray.","Pray.","Pray.","","Religion & Spirituality","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_DIRECTIVE_AND_RELIGIOUS_THEME","READY","","canonical post body, no embedded-source evidence"
"111#1","111","Repeat.","Repeat.","Repeat.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1113#0","1113","Learn our comms.","Learn our comms.","Learn our comms.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1115#0","1115","Read carefully.","Read carefully.","Read carefully.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"112#0","112","Stay alert in main US cities (DC), sporting events, and other conservative gatherings.","Stay alert in main US cities (DC), sporting events, and other conservative gatherings.","Stay alert in main US cities (DC), sporting events, and other conservative gatherings.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"112#1","112","Stay alert in main US cities (DC), sporting events, and other conservative gatherings.","Stay alert in main US cities (DC), sporting events, and other conservative gatherings.","Stay alert in main US cities (DC), sporting events, and other conservative gatherings.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"112#2","112","Repeat.","Repeat.","Repeat.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"112#3","112","Summarize and paint the picture.","Summarize and paint the picture.","Summarize and paint the picture.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1120#0","1120","Clarify.","Clarify.","Clarify.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1120#1","1120","Demand.","Demand.","Demand.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1120#2","1120","Confirm tariff reduction.","Confirm tariff reduction.","Confirm tariff reduction.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1120#3","1120","Start.","Start.","Start.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1122#0","1122","TRUST SESSIONS.","TRUST SESSIONS.","TRUST SESSIONS.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1122#1","1122","TRUST WRAY.","TRUST WRAY.","TRUST WRAY.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1122#2","1122","TRUST KANSAS.","TRUST KANSAS.","TRUST KANSAS.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1122#3","1122","TRUST HOROWITZ.","TRUST HOROWITZ.","TRUST HOROWITZ.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1122#4","1122","TRUST HUBER.","TRUST HUBER.","TRUST HUBER.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1124#0","1124","END.","END.","END.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1124#1","1124","Testify then drop.","Testify then drop.","Testify then drop.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1127#0","1127","Refer back - the 'Why?'","Refer back - the ‘Why?’","Refer back - the ‘Why?’","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1127#1","1127","Trust the plan.","Trust the plan.","Trust the plan.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1138#0","1138","Study carefully.","Study carefully.","Study carefully.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1145#0","1145","Trust POTUS.","Trust POTUS.","Trust POTUS.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1146#0","1146","Expand your thinking.","Expand your thinking.","Expand your thinking.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1146#1","1146","Trust the plan!","Trust the plan!","Trust the plan!","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1149#0","1149","Think timing.","Think timing.","Think timing.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1155#0","1155","Focus should also be on Supreme Court promise.","Focus should also be on Supreme Court promise.","Focus should also be on Supreme Court promise.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"116#0","116","Archive immediately.","Archive immediately.","Archive immediately.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"116#1","116","Upload to graphic.","Upload to graphic.","Upload to graphic.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1164#0","1164","Re_read Five Eyes.","Re_read Five Eyes.","Re_read Five Eyes.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1164#1","1164","Avoid US data collection laws.","Avoid US data collection laws.","Avoid US data collection laws.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
